datetime,Unnamed: 0,weekday,month,nb_logs,nb_perturbations,line:IDFM:C01727,line:IDFM:C01728,line:IDFM:C01729,line:IDFM:C01742,line:IDFM:C01743,time_idx,temperature,humidity,wind,nb_covid_cases,nb_events
2021-08-01 00:00:00+00:00,95240,Sun,Aug,1057,0,1,1,1,1,1,0,18.9,63,2.3,3290,127
2021-08-01 01:00:00+00:00,95245,Sun,Aug,1504,0,1,1,1,1,1,1,18.9,63,2.3,3290,127
2021-08-01 02:00:00+00:00,95250,Sun,Aug,1044,0,1,1,1,1,1,2,18.9,63,2.3,3290,127
2021-08-01 03:00:00+00:00,95255,Sun,Aug,1638,0,1,1,1,1,1,3,18.9,63,2.3,3290,127
2021-08-01 04:00:00+00:00,95260,Sun,Aug,3069,3,1,1,1,1,1,4,18.9,63,2.3,3290,127
2021-08-01 05:00:00+00:00,95265,Sun,Aug,3774,3,1,1,1,1,1,5,18.9,63,2.3,3290,127
2021-08-01 06:00:00+00:00,95270,Sun,Aug,5440,3,1,1,1,1,1,6,18.9,63,2.3,3290,127
2021-08-01 07:00:00+00:00,95275,Sun,Aug,7072,3,1,1,1,1,1,7,18.9,63,2.3,3290,127
2021-08-01 08:00:00+00:00,95280,Sun,Aug,9178,1,1,1,1,1,1,8,18.9,63,2.3,3290,127
2021-08-01 09:00:00+00:00,95285,Sun,Aug,10496,1,1,1,1,1,1,9,18.9,63,2.3,3290,127
2021-08-01 10:00:00+00:00,95290,Sun,Aug,11007,3,1,1,1,1,1,10,18.9,63,2.3,3290,127
2021-08-01 11:00:00+00:00,95295,Sun,Aug,11823,3,1,1,1,1,1,11,18.9,63,2.3,3290,127
2021-08-01 12:00:00+00:00,95300,Sun,Aug,11889,11,1,1,1,1,1,12,18.9,63,2.3,3290,127
2021-08-01 13:00:00+00:00,95305,Sun,Aug,12508,9,1,1,1,1,1,13,18.9,63,2.3,3290,127
2021-08-01 14:00:00+00:00,95310,Sun,Aug,13126,9,1,1,1,1,1,14,18.9,63,2.3,3290,127
2021-08-01 15:00:00+00:00,95315,Sun,Aug,12579,11,1,1,1,1,1,15,18.9,63,2.3,3290,127
2021-08-01 16:00:00+00:00,95320,Sun,Aug,13259,16,1,1,1,1,1,16,18.9,63,2.3,3290,127
2021-08-01 17:00:00+00:00,95325,Sun,Aug,13007,16,1,1,1,1,1,17,18.9,63,2.3,3290,127
2021-08-01 18:00:00+00:00,95330,Sun,Aug,12143,12,1,1,1,1,1,18,18.9,63,2.3,3290,127
2021-08-01 19:00:00+00:00,95335,Sun,Aug,13710,12,1,1,1,1,1,19,18.9,63,2.3,3290,127
2021-08-01 20:00:00+00:00,95340,Sun,Aug,12318,10,1,1,1,1,1,20,18.9,63,2.3,3290,127
2021-08-01 21:00:00+00:00,95345,Sun,Aug,11627,4,1,1,1,1,1,21,18.9,63,2.3,3290,127
2021-08-01 22:00:00+00:00,95350,Sun,Aug,9240,4,1,1,1,1,1,22,18.9,63,2.3,3290,127
2021-08-01 23:00:00+00:00,95355,Sun,Aug,4243,0,1,1,1,1,1,23,18.9,63,2.3,3290,127
2021-08-02 00:00:00+00:00,189255,Mon,Aug,2406,0,2,2,2,2,2,24,20.5,70,1.4,3350,123
2021-08-02 01:00:00+00:00,94635,Mon,Aug,1200,0,1,1,1,1,1,25,20.5,70,1.4,3350,123
2021-08-02 02:00:00+00:00,94640,Mon,Aug,837,0,1,1,1,1,1,26,20.5,70,1.4,3350,123
2021-08-02 03:00:00+00:00,94645,Mon,Aug,2468,3,1,1,1,1,1,27,20.5,70,1.4,3350,123
2021-08-02 04:00:00+00:00,94650,Mon,Aug,5400,4,1,1,1,1,1,28,20.5,70,1.4,3350,123
2021-08-02 05:00:00+00:00,94655,Mon,Aug,8971,7,1,1,1,1,1,29,20.5,70,1.4,3350,123
2021-08-02 06:00:00+00:00,94660,Mon,Aug,11482,3,1,1,1,1,1,30,20.5,70,1.4,3350,123
2021-08-02 07:00:00+00:00,94665,Mon,Aug,11376,3,1,1,1,1,1,31,20.5,70,1.4,3350,123
2021-08-02 08:00:00+00:00,94670,Mon,Aug,10660,4,1,1,1,1,1,32,20.5,70,1.4,3350,123
2021-08-02 09:00:00+00:00,94675,Mon,Aug,11783,2,1,1,1,1,1,33,20.5,70,1.4,3350,123
2021-08-02 10:00:00+00:00,94680,Mon,Aug,12621,2,1,1,1,1,1,34,20.5,70,1.4,3350,123
2021-08-02 11:00:00+00:00,94685,Mon,Aug,11586,2,1,1,1,1,1,35,20.5,70,1.4,3350,123
2021-08-02 12:00:00+00:00,94690,Mon,Aug,10683,2,1,1,1,1,1,36,20.5,70,1.4,3350,123
2021-08-02 13:00:00+00:00,94695,Mon,Aug,11734,2,1,1,1,1,1,37,20.5,70,1.4,3350,123
2021-08-02 14:00:00+00:00,94700,Mon,Aug,13063,0,1,1,1,1,1,38,20.5,70,1.4,3350,123
2021-08-02 15:00:00+00:00,94705,Mon,Aug,13984,0,1,1,1,1,1,39,20.5,70,1.4,3350,123
2021-08-02 16:00:00+00:00,94710,Mon,Aug,13757,7,1,1,1,1,1,40,20.5,70,1.4,3350,123
2021-08-02 17:00:00+00:00,94715,Mon,Aug,13369,9,1,1,1,1,1,41,20.5,70,1.4,3350,123
2021-08-02 18:00:00+00:00,94720,Mon,Aug,11013,11,1,1,1,1,1,42,20.5,70,1.4,3350,123
2021-08-02 19:00:00+00:00,94725,Mon,Aug,11658,5,1,1,1,1,1,43,20.5,70,1.4,3350,123
2021-08-02 20:00:00+00:00,94730,Mon,Aug,11897,4,1,1,1,1,1,44,20.5,70,1.4,3350,123
2021-08-02 21:00:00+00:00,94735,Mon,Aug,10910,2,1,1,1,1,1,45,20.5,70,1.4,3350,123
2021-08-02 22:00:00+00:00,94740,Mon,Aug,7319,2,1,1,1,1,1,46,20.5,70,1.4,3350,123
2021-08-02 23:00:00+00:00,94745,Mon,Aug,4217,0,1,1,1,1,1,47,20.5,70,1.4,3350,123
2021-08-03 00:00:00+00:00,186795,Tue,Aug,1510,0,2,2,2,2,2,48,18.1,69,1.9,3376,125
2021-08-03 01:00:00+00:00,93405,Tue,Aug,1042,0,1,1,1,1,1,49,18.1,69,1.9,3376,125
2021-08-03 02:00:00+00:00,93410,Tue,Aug,1008,0,1,1,1,1,1,50,18.1,69,1.9,3376,125
2021-08-03 03:00:00+00:00,93415,Tue,Aug,2473,1,1,1,1,1,1,51,18.1,69,1.9,3376,125
2021-08-03 04:00:00+00:00,93420,Tue,Aug,3946,2,1,1,1,1,1,52,18.1,69,1.9,3376,125
2021-08-03 05:00:00+00:00,93425,Tue,Aug,8234,3,1,1,1,1,1,53,18.1,69,1.9,3376,125
2021-08-03 06:00:00+00:00,93430,Tue,Aug,11517,10,1,1,1,1,1,54,18.1,69,1.9,3376,125
2021-08-03 07:00:00+00:00,93435,Tue,Aug,10016,9,1,1,1,1,1,55,18.1,69,1.9,3376,125
2021-08-03 08:00:00+00:00,93440,Tue,Aug,9358,8,1,1,1,1,1,56,18.1,69,1.9,3376,125
2021-08-03 09:00:00+00:00,93445,Tue,Aug,10977,0,1,1,1,1,1,57,18.1,69,1.9,3376,125
2021-08-03 10:00:00+00:00,93450,Tue,Aug,11286,4,1,1,1,1,1,58,18.1,69,1.9,3376,125
2021-08-03 11:00:00+00:00,93455,Tue,Aug,10444,4,1,1,1,1,1,59,18.1,69,1.9,3376,125
2021-08-03 12:00:00+00:00,93460,Tue,Aug,10773,6,1,1,1,1,1,60,18.1,69,1.9,3376,125
2021-08-03 13:00:00+00:00,93465,Tue,Aug,11278,6,1,1,1,1,1,61,18.1,69,1.9,3376,125
2021-08-03 14:00:00+00:00,93470,Tue,Aug,12298,3,1,1,1,1,1,62,18.1,69,1.9,3376,125
2021-08-03 15:00:00+00:00,93475,Tue,Aug,14483,11,1,1,1,1,1,63,18.1,69,1.9,3376,125
2021-08-03 16:00:00+00:00,93480,Tue,Aug,15587,14,1,1,1,1,1,64,18.1,69,1.9,3376,125
2021-08-03 17:00:00+00:00,93485,Tue,Aug,14945,13,1,1,1,1,1,65,18.1,69,1.9,3376,125
2021-08-03 18:00:00+00:00,93490,Tue,Aug,12123,13,1,1,1,1,1,66,18.1,69,1.9,3376,125
2021-08-03 19:00:00+00:00,93495,Tue,Aug,11139,4,1,1,1,1,1,67,18.1,69,1.9,3376,125
2021-08-03 20:00:00+00:00,93500,Tue,Aug,10908,0,1,1,1,1,1,68,18.1,69,1.9,3376,125
2021-08-03 21:00:00+00:00,93505,Tue,Aug,9949,0,1,1,1,1,1,69,18.1,69,1.9,3376,125
2021-08-03 22:00:00+00:00,93510,Tue,Aug,7548,0,1,1,1,1,1,70,18.1,69,1.9,3376,125
2021-08-03 23:00:00+00:00,93515,Tue,Aug,3473,0,1,1,1,1,1,71,18.1,69,1.9,3376,125
2021-08-04 00:00:00+00:00,187045,Wed,Aug,1750,0,2,2,2,2,2,72,12.5,86,1.2,3393,131
2021-08-04 01:00:00+00:00,94030,Wed,Aug,1229,0,1,1,1,1,1,73,12.5,86,1.2,3393,131
2021-08-04 02:00:00+00:00,94035,Wed,Aug,925,0,1,1,1,1,1,74,12.5,86,1.2,3393,131
2021-08-04 03:00:00+00:00,94040,Wed,Aug,1822,0,1,1,1,1,1,75,12.5,86,1.2,3393,131
2021-08-04 04:00:00+00:00,94045,Wed,Aug,3964,5,1,1,1,1,1,76,12.5,86,1.2,3393,131
2021-08-04 05:00:00+00:00,94050,Wed,Aug,7407,9,1,1,1,1,1,77,12.5,86,1.2,3393,131
2021-08-04 06:00:00+00:00,94055,Wed,Aug,11555,9,1,1,1,1,1,78,12.5,86,1.2,3393,131
2021-08-04 07:00:00+00:00,94060,Wed,Aug,10756,6,1,1,1,1,1,79,12.5,86,1.2,3393,131
2021-08-04 08:00:00+00:00,94065,Wed,Aug,9346,3,1,1,1,1,1,80,12.5,86,1.2,3393,131
2021-08-04 09:00:00+00:00,94070,Wed,Aug,10290,1,1,1,1,1,1,81,12.5,86,1.2,3393,131
2021-08-04 10:00:00+00:00,94075,Wed,Aug,11115,1,1,1,1,1,1,82,12.5,86,1.2,3393,131
2021-08-04 11:00:00+00:00,94080,Wed,Aug,11672,0,1,1,1,1,1,83,12.5,86,1.2,3393,131
2021-08-04 12:00:00+00:00,94085,Wed,Aug,11531,0,1,1,1,1,1,84,12.5,86,1.2,3393,131
2021-08-04 13:00:00+00:00,94090,Wed,Aug,12211,0,1,1,1,1,1,85,12.5,86,1.2,3393,131
2021-08-04 14:00:00+00:00,94095,Wed,Aug,12103,0,1,1,1,1,1,86,12.5,86,1.2,3393,131
2021-08-04 15:00:00+00:00,94100,Wed,Aug,14027,0,1,1,1,1,1,87,12.5,86,1.2,3393,131
2021-08-04 16:00:00+00:00,94105,Wed,Aug,14028,0,1,1,1,1,1,88,12.5,86,1.2,3393,131
2021-08-04 17:00:00+00:00,94110,Wed,Aug,12618,0,1,1,1,1,1,89,12.5,86,1.2,3393,131
2021-08-04 18:00:00+00:00,94115,Wed,Aug,11906,0,1,1,1,1,1,90,12.5,86,1.2,3393,131
2021-08-04 19:00:00+00:00,94120,Wed,Aug,11173,0,1,1,1,1,1,91,12.5,86,1.2,3393,131
2021-08-04 20:00:00+00:00,94125,Wed,Aug,11021,0,1,1,1,1,1,92,12.5,86,1.2,3393,131
2021-08-04 21:00:00+00:00,94130,Wed,Aug,11079,0,1,1,1,1,1,93,12.5,86,1.2,3393,131
2021-08-04 22:00:00+00:00,94135,Wed,Aug,7447,0,1,1,1,1,1,94,12.5,86,1.2,3393,131
2021-08-04 23:00:00+00:00,94140,Wed,Aug,4115,0,1,1,1,1,1,95,12.5,86,1.2,3393,131
2021-08-05 00:00:00+00:00,185505,Thu,Aug,1782,0,2,2,2,2,2,96,16.5,91,1.8,3396,135
2021-08-05 01:00:00+00:00,92760,Thu,Aug,1088,0,1,1,1,1,1,97,16.5,91,1.8,3396,135
2021-08-05 02:00:00+00:00,92765,Thu,Aug,1046,1,1,1,1,1,1,98,16.5,91,1.8,3396,135
2021-08-05 03:00:00+00:00,92770,Thu,Aug,2092,2,1,1,1,1,1,99,16.5,91,1.8,3396,135
2021-08-05 04:00:00+00:00,92775,Thu,Aug,3925,2,1,1,1,1,1,100,16.5,91,1.8,3396,135
2021-08-05 05:00:00+00:00,92780,Thu,Aug,6530,1,1,1,1,1,1,101,16.5,91,1.8,3396,135
2021-08-05 06:00:00+00:00,92785,Thu,Aug,11215,8,1,1,1,1,1,102,16.5,91,1.8,3396,135
2021-08-05 07:00:00+00:00,92790,Thu,Aug,10276,8,1,1,1,1,1,103,16.5,91,1.8,3396,135
2021-08-05 08:00:00+00:00,92795,Thu,Aug,9560,8,1,1,1,1,1,104,16.5,91,1.8,3396,135
2021-08-05 09:00:00+00:00,92800,Thu,Aug,11444,6,1,1,1,1,1,105,16.5,91,1.8,3396,135
2021-08-05 10:00:00+00:00,92805,Thu,Aug,12043,0,1,1,1,1,1,106,16.5,91,1.8,3396,135
2021-08-05 11:00:00+00:00,92810,Thu,Aug,11878,0,1,1,1,1,1,107,16.5,91,1.8,3396,135
2021-08-05 12:00:00+00:00,92815,Thu,Aug,11316,16,1,1,1,1,1,108,16.5,91,1.8,3396,135
2021-08-05 13:00:00+00:00,92820,Thu,Aug,12547,23,1,1,1,1,1,109,16.5,91,1.8,3396,135
2021-08-05 14:00:00+00:00,92825,Thu,Aug,12909,23,1,1,1,1,1,110,16.5,91,1.8,3396,135
2021-08-05 15:00:00+00:00,92830,Thu,Aug,14218,18,1,1,1,1,1,111,16.5,91,1.8,3396,135
2021-08-05 16:00:00+00:00,92835,Thu,Aug,14725,9,1,1,1,1,1,112,16.5,91,1.8,3396,135
2021-08-05 17:00:00+00:00,92840,Thu,Aug,14801,2,1,1,1,1,1,113,16.5,91,1.8,3396,135
2021-08-05 18:00:00+00:00,92845,Thu,Aug,11957,0,1,1,1,1,1,114,16.5,91,1.8,3396,135
2021-08-05 19:00:00+00:00,92850,Thu,Aug,11423,0,1,1,1,1,1,115,16.5,91,1.8,3396,135
2021-08-05 20:00:00+00:00,92855,Thu,Aug,11787,0,1,1,1,1,1,116,16.5,91,1.8,3396,135
2021-08-05 21:00:00+00:00,92860,Thu,Aug,10212,0,1,1,1,1,1,117,16.5,91,1.8,3396,135
2021-08-05 22:00:00+00:00,92865,Thu,Aug,7793,0,1,1,1,1,1,118,16.5,91,1.8,3396,135
2021-08-05 23:00:00+00:00,92870,Thu,Aug,4022,0,1,1,1,1,1,119,16.5,91,1.8,3396,135
2021-08-06 00:00:00+00:00,184255,Fri,Aug,1951,0,2,2,2,2,2,120,17.5,79,5.8,3605,132
2021-08-06 01:00:00+00:00,92135,Fri,Aug,835,0,1,1,1,1,1,121,17.5,79,5.8,3605,132
2021-08-06 02:00:00+00:00,92140,Fri,Aug,1167,0,1,1,1,1,1,122,17.5,79,5.8,3605,132
2021-08-06 03:00:00+00:00,92145,Fri,Aug,1638,0,1,1,1,1,1,123,17.5,79,5.8,3605,132
2021-08-06 04:00:00+00:00,92150,Fri,Aug,3529,0,1,1,1,1,1,124,17.5,79,5.8,3605,132
2021-08-06 05:00:00+00:00,92155,Fri,Aug,6626,5,1,1,1,1,1,125,17.5,79,5.8,3605,132
2021-08-06 06:00:00+00:00,92160,Fri,Aug,9621,13,1,1,1,1,1,126,17.5,79,5.8,3605,132
2021-08-06 07:00:00+00:00,92165,Fri,Aug,13098,17,1,1,1,1,1,127,17.5,79,5.8,3605,132
2021-08-06 08:00:00+00:00,92170,Fri,Aug,11436,16,1,1,1,1,1,128,17.5,79,5.8,3605,132
2021-08-06 09:00:00+00:00,92175,Fri,Aug,11465,16,1,1,1,1,1,129,17.5,79,5.8,3605,132
2021-08-06 10:00:00+00:00,92180,Fri,Aug,12403,10,1,1,1,1,1,130,17.5,79,5.8,3605,132
2021-08-06 11:00:00+00:00,92185,Fri,Aug,12522,1,1,1,1,1,1,131,17.5,79,5.8,3605,132
2021-08-06 12:00:00+00:00,92190,Fri,Aug,12586,0,1,1,1,1,1,132,17.5,79,5.8,3605,132
2021-08-06 13:00:00+00:00,92195,Fri,Aug,13082,0,1,1,1,1,1,133,17.5,79,5.8,3605,132
2021-08-06 14:00:00+00:00,92200,Fri,Aug,14767,0,1,1,1,1,1,134,17.5,79,5.8,3605,132
2021-08-06 15:00:00+00:00,92205,Fri,Aug,14999,6,1,1,1,1,1,135,17.5,79,5.8,3605,132
2021-08-06 16:00:00+00:00,92210,Fri,Aug,15192,18,1,1,1,1,1,136,17.5,79,5.8,3605,132
2021-08-06 17:00:00+00:00,92215,Fri,Aug,14363,18,1,1,1,1,1,137,17.5,79,5.8,3605,132
2021-08-06 18:00:00+00:00,92220,Fri,Aug,13671,10,1,1,1,1,1,138,17.5,79,5.8,3605,132
2021-08-06 19:00:00+00:00,92225,Fri,Aug,12248,7,1,1,1,1,1,139,17.5,79,5.8,3605,132
2021-08-06 20:00:00+00:00,92230,Fri,Aug,13514,1,1,1,1,1,1,140,17.5,79,5.8,3605,132
2021-08-06 21:00:00+00:00,92235,Fri,Aug,11755,0,1,1,1,1,1,141,17.5,79,5.8,3605,132
2021-08-06 22:00:00+00:00,92240,Fri,Aug,10019,0,1,1,1,1,1,142,17.5,79,5.8,3605,132
2021-08-06 23:00:00+00:00,92245,Fri,Aug,4700,0,1,1,1,1,1,143,17.5,79,5.8,3605,132
2021-08-07 00:00:00+00:00,183005,Sat,Aug,2652,0,2,2,2,2,2,144,18.8,72,4.8,3628,136
2021-08-07 01:00:00+00:00,91510,Sat,Aug,1844,0,1,1,1,1,1,145,18.8,72,4.8,3628,136
2021-08-07 02:00:00+00:00,91515,Sat,Aug,1223,0,1,1,1,1,1,146,18.8,72,4.8,3628,136
2021-08-07 03:00:00+00:00,91520,Sat,Aug,2468,0,1,1,1,1,1,147,18.8,72,4.8,3628,136
2021-08-07 04:00:00+00:00,91525,Sat,Aug,3410,15,1,1,1,1,1,148,18.8,72,4.8,3628,136
2021-08-07 05:00:00+00:00,91530,Sat,Aug,5133,46,1,1,1,1,1,149,18.8,72,4.8,3628,136
2021-08-07 06:00:00+00:00,91535,Sat,Aug,7870,46,1,1,1,1,1,150,18.8,72,4.8,3628,136
2021-08-07 07:00:00+00:00,91540,Sat,Aug,9688,45,1,1,1,1,1,151,18.8,72,4.8,3628,136
2021-08-07 08:00:00+00:00,91545,Sat,Aug,10845,21,1,1,1,1,1,152,18.8,72,4.8,3628,136
2021-08-07 09:00:00+00:00,91550,Sat,Aug,12471,18,1,1,1,1,1,153,18.8,72,4.8,3628,136
2021-08-07 10:00:00+00:00,91555,Sat,Aug,11726,3,1,1,1,1,1,154,18.8,72,4.8,3628,136
2021-08-07 11:00:00+00:00,91560,Sat,Aug,12346,3,1,1,1,1,1,155,18.8,72,4.8,3628,136
2021-08-07 12:00:00+00:00,91565,Sat,Aug,13256,3,1,1,1,1,1,156,18.8,72,4.8,3628,136
2021-08-07 13:00:00+00:00,91570,Sat,Aug,12578,4,1,1,1,1,1,157,18.8,72,4.8,3628,136
2021-08-07 14:00:00+00:00,91575,Sat,Aug,13102,3,1,1,1,1,1,158,18.8,72,4.8,3628,136
2021-08-07 15:00:00+00:00,91580,Sat,Aug,13078,4,1,1,1,1,1,159,18.8,72,4.8,3628,136
2021-08-07 16:00:00+00:00,91585,Sat,Aug,12677,3,1,1,1,1,1,160,18.8,72,4.8,3628,136
2021-08-07 17:00:00+00:00,91590,Sat,Aug,13084,7,1,1,1,1,1,161,18.8,72,4.8,3628,136
2021-08-07 18:00:00+00:00,91595,Sat,Aug,12310,4,1,1,1,1,1,162,18.8,72,4.8,3628,136
2021-08-07 19:00:00+00:00,91600,Sat,Aug,11212,6,1,1,1,1,1,163,18.8,72,4.8,3628,136
2021-08-07 20:00:00+00:00,91605,Sat,Aug,10802,2,1,1,1,1,1,164,18.8,72,4.8,3628,136
2021-08-07 21:00:00+00:00,91610,Sat,Aug,9579,2,1,1,1,1,1,165,18.8,72,4.8,3628,136
2021-08-07 22:00:00+00:00,91615,Sat,Aug,6688,0,1,1,1,1,1,166,18.8,72,4.8,3628,136
2021-08-07 23:00:00+00:00,91620,Sat,Aug,4039,0,1,1,1,1,1,167,18.8,72,4.8,3628,136
2021-08-08 00:00:00+00:00,181755,Sun,Aug,2288,0,2,2,2,2,2,168,19.2,64,7.3,3673,132
2021-08-08 01:00:00+00:00,90885,Sun,Aug,1476,0,1,1,1,1,1,169,19.2,64,7.3,3673,132
2021-08-08 02:00:00+00:00,90890,Sun,Aug,1558,0,1,1,1,1,1,170,19.2,64,7.3,3673,132
2021-08-08 03:00:00+00:00,90895,Sun,Aug,2046,0,1,1,1,1,1,171,19.2,64,7.3,3673,132
2021-08-08 04:00:00+00:00,90900,Sun,Aug,2210,0,1,1,1,1,1,172,19.2,64,7.3,3673,132
2021-08-08 05:00:00+00:00,90905,Sun,Aug,3715,1,1,1,1,1,1,173,19.2,64,7.3,3673,132
2021-08-08 06:00:00+00:00,90910,Sun,Aug,5695,1,1,1,1,1,1,174,19.2,64,7.3,3673,132
2021-08-08 07:00:00+00:00,90915,Sun,Aug,7014,0,1,1,1,1,1,175,19.2,64,7.3,3673,132
2021-08-08 08:00:00+00:00,90920,Sun,Aug,8667,0,1,1,1,1,1,176,19.2,64,7.3,3673,132
2021-08-08 09:00:00+00:00,90925,Sun,Aug,12503,0,1,1,1,1,1,177,19.2,64,7.3,3673,132
2021-08-08 10:00:00+00:00,90930,Sun,Aug,10952,0,1,1,1,1,1,178,19.2,64,7.3,3673,132
2021-08-08 11:00:00+00:00,90935,Sun,Aug,10863,0,1,1,1,1,1,179,19.2,64,7.3,3673,132
2021-08-08 12:00:00+00:00,90940,Sun,Aug,11799,0,1,1,1,1,1,180,19.2,64,7.3,3673,132
2021-08-08 13:00:00+00:00,90945,Sun,Aug,11527,0,1,1,1,1,1,181,19.2,64,7.3,3673,132
2021-08-08 14:00:00+00:00,90950,Sun,Aug,12674,0,1,1,1,1,1,182,19.2,64,7.3,3673,132
2021-08-08 15:00:00+00:00,90955,Sun,Aug,11925,3,1,1,1,1,1,183,19.2,64,7.3,3673,132
2021-08-08 16:00:00+00:00,90960,Sun,Aug,12079,3,1,1,1,1,1,184,19.2,64,7.3,3673,132
2021-08-08 17:00:00+00:00,90965,Sun,Aug,12722,3,1,1,1,1,1,185,19.2,64,7.3,3673,132
2021-08-08 18:00:00+00:00,90970,Sun,Aug,12672,0,1,1,1,1,1,186,19.2,64,7.3,3673,132
2021-08-08 19:00:00+00:00,90975,Sun,Aug,12350,0,1,1,1,1,1,187,19.2,64,7.3,3673,132
2021-08-08 20:00:00+00:00,90980,Sun,Aug,12968,0,1,1,1,1,1,188,19.2,64,7.3,3673,132
2021-08-08 21:00:00+00:00,90985,Sun,Aug,11316,0,1,1,1,1,1,189,19.2,64,7.3,3673,132
2021-08-08 22:00:00+00:00,90990,Sun,Aug,8674,1,1,1,1,1,1,190,19.2,64,7.3,3673,132
2021-08-08 23:00:00+00:00,90995,Sun,Aug,4658,1,1,1,1,1,1,191,19.2,64,7.3,3673,132
2021-08-09 00:00:00+00:00,180505,Mon,Aug,2415,2,2,2,2,2,2,192,18.3,72,1.8,3718,132
2021-08-09 01:00:00+00:00,90260,Mon,Aug,1057,0,1,1,1,1,1,193,18.3,72,1.8,3718,132
2021-08-09 02:00:00+00:00,90265,Mon,Aug,1072,0,1,1,1,1,1,194,18.3,72,1.8,3718,132
2021-08-09 03:00:00+00:00,90270,Mon,Aug,2202,1,1,1,1,1,1,195,18.3,72,1.8,3718,132
2021-08-09 04:00:00+00:00,90275,Mon,Aug,5065,1,1,1,1,1,1,196,18.3,72,1.8,3718,132
2021-08-09 05:00:00+00:00,90280,Mon,Aug,8622,1,1,1,1,1,1,197,18.3,72,1.8,3718,132
2021-08-09 06:00:00+00:00,90285,Mon,Aug,12459,4,1,1,1,1,1,198,18.3,72,1.8,3718,132
2021-08-09 07:00:00+00:00,90290,Mon,Aug,11532,5,1,1,1,1,1,199,18.3,72,1.8,3718,132
2021-08-09 08:00:00+00:00,90295,Mon,Aug,10625,4,1,1,1,1,1,200,18.3,72,1.8,3718,132
2021-08-09 09:00:00+00:00,90300,Mon,Aug,10969,3,1,1,1,1,1,201,18.3,72,1.8,3718,132
2021-08-09 10:00:00+00:00,90305,Mon,Aug,11674,2,1,1,1,1,1,202,18.3,72,1.8,3718,132
2021-08-09 11:00:00+00:00,90310,Mon,Aug,12301,2,1,1,1,1,1,203,18.3,72,1.8,3718,132
2021-08-09 12:00:00+00:00,90315,Mon,Aug,12881,1,1,1,1,1,1,204,18.3,72,1.8,3718,132
2021-08-09 13:00:00+00:00,90320,Mon,Aug,11156,2,1,1,1,1,1,205,18.3,72,1.8,3718,132
2021-08-09 14:00:00+00:00,90325,Mon,Aug,13553,15,1,1,1,1,1,206,18.3,72,1.8,3718,132
2021-08-09 15:00:00+00:00,90330,Mon,Aug,16294,14,1,1,1,1,1,207,18.3,72,1.8,3718,132
2021-08-09 16:00:00+00:00,90335,Mon,Aug,16033,19,1,1,1,1,1,208,18.3,72,1.8,3718,132
2021-08-09 17:00:00+00:00,90340,Mon,Aug,13771,11,1,1,1,1,1,209,18.3,72,1.8,3718,132
2021-08-09 18:00:00+00:00,90345,Mon,Aug,12320,8,1,1,1,1,1,210,18.3,72,1.8,3718,132
2021-08-09 19:00:00+00:00,90350,Mon,Aug,11147,4,1,1,1,1,1,211,18.3,72,1.8,3718,132
2021-08-09 20:00:00+00:00,90355,Mon,Aug,11661,3,1,1,1,1,1,212,18.3,72,1.8,3718,132
2021-08-09 21:00:00+00:00,90360,Mon,Aug,11228,2,1,1,1,1,1,213,18.3,72,1.8,3718,132
2021-08-09 22:00:00+00:00,90365,Mon,Aug,7771,1,1,1,1,1,1,214,18.3,72,1.8,3718,132
2021-08-09 23:00:00+00:00,90370,Mon,Aug,3714,0,1,1,1,1,1,215,18.3,72,1.8,3718,132
2021-08-10 00:00:00+00:00,179255,Tue,Aug,2212,0,2,2,2,2,2,216,23.9,56,5.3,3772,144
2021-08-10 01:00:00+00:00,89635,Tue,Aug,1094,0,1,1,1,1,1,217,23.9,56,5.3,3772,144
2021-08-10 02:00:00+00:00,89640,Tue,Aug,1058,0,1,1,1,1,1,218,23.9,56,5.3,3772,144
2021-08-10 03:00:00+00:00,89645,Tue,Aug,1879,0,1,1,1,1,1,219,23.9,56,5.3,3772,144
2021-08-10 04:00:00+00:00,89650,Tue,Aug,3938,2,1,1,1,1,1,220,23.9,56,5.3,3772,144
2021-08-10 05:00:00+00:00,89655,Tue,Aug,8502,2,1,1,1,1,1,221,23.9,56,5.3,3772,144
2021-08-10 06:00:00+00:00,89660,Tue,Aug,12020,2,1,1,1,1,1,222,23.9,56,5.3,3772,144
2021-08-10 07:00:00+00:00,89665,Tue,Aug,11351,6,1,1,1,1,1,223,23.9,56,5.3,3772,144
2021-08-10 08:00:00+00:00,89670,Tue,Aug,10107,6,1,1,1,1,1,224,23.9,56,5.3,3772,144
2021-08-10 09:00:00+00:00,89675,Tue,Aug,10066,5,1,1,1,1,1,225,23.9,56,5.3,3772,144
2021-08-10 10:00:00+00:00,89680,Tue,Aug,13146,0,1,1,1,1,1,226,23.9,56,5.3,3772,144
2021-08-10 11:00:00+00:00,89685,Tue,Aug,12047,1,1,1,1,1,1,227,23.9,56,5.3,3772,144
2021-08-10 12:00:00+00:00,89690,Tue,Aug,12566,1,1,1,1,1,1,228,23.9,56,5.3,3772,144
2021-08-10 13:00:00+00:00,89695,Tue,Aug,12067,1,1,1,1,1,1,229,23.9,56,5.3,3772,144
2021-08-10 14:00:00+00:00,89700,Tue,Aug,12042,9,1,1,1,1,1,230,23.9,56,5.3,3772,144
